STATE_CODE,SHRP_ID,CONSTRUCTION_NO,GPS_SPS,EXPERIMENT_NO,VISIT_DATE,IRI_LEFT_WHEEL_PATH,IRI_RIGHT_WHEEL_PATH,PAVEMENT_FAMILY,HPMS16_CRACKING_PERCENT_JPCC,MEPDG_CRACKING_PERCENT_JPCC,AVG_WHEELPATH_FAULT,TRANS_SPALLING_L,TRANS_CRACK_NO,PATCH_RIGID_A,HPMS16_CRACKING_PERCENT_CRCP,MEPDG_PUNCHOUTS_CRCP,PUNCHOUTS_NO,LONG_SPALLING_L,BOUND_THICKNESS_CM,YEAR,AADTT_LTPPLN,KESAL_YEAR,VWS_ID,FREEZE_INDEX_YR,MEAN_ANN_TEMP_AVG,TOTAL_ANN_PRECIP,CONSTRUCTION_DATE,STATE_ABBR
12,3811,1,G,3,1992-06-10,1.748,1.79,JPCTB,58,56.0,,0.0,14.0,0.0,,,,,9.4,1992,,,123811,0,19.3,1566.6,1976-02-01,FL
12,3811,1,G,3,1992-06-10,1.751,1.825,JPCTB,58,56.0,,0.0,14.0,0.0,,,,,9.4,1992,,,123811,0,19.3,1566.6,1976-02-01,FL
12,3811,1,G,3,1992-06-10,1.774,1.754,JPCTB,58,56.0,,0.0,14.0,0.0,,,,,9.4,1992,,,123811,0,19.3,1566.6,1976-02-01,FL
12,3811,1,G,3,1994-08-30,1.831,1.884,JPCTB,63,64.0,1.6,0.0,16.0,0.0,,,,,9.4,1994,,,123811,0,19.7,2235.4,1976-02-01,FL
12,3811,1,G,3,1994-08-30,1.851,1.924,JPCTB,63,64.0,1.6,0.0,16.0,0.0,,,,,9.4,1994,,,123811,0,19.7,2235.4,1976-02-01,FL
12,3811,1,G,3,1994-08-30,1.839,1.884,JPCTB,63,64.0,1.6,0.0,16.0,0.0,,,,,9.4,1994,,,123811,0,19.7,2235.4,1976-02-01,FL
12,3811,1,G,3,1994-08-30,1.847,1.892,JPCTB,63,64.0,1.6,0.0,16.0,0.0,,,,,9.4,1994,,,123811,0,19.7,2235.4,1976-02-01,FL
12,3811,1,G,3,1994-08-30,1.83,1.893,JPCTB,63,64.0,1.6,0.0,16.0,0.0,,,,,9.4,1994,,,123811,0,19.7,2235.4,1976-02-01,FL
12,3811,2,G,3,1998-02-10,2.473,2.632,JPCTB,71,68.0,,0.0,17.0,0.0,,,,,9.4,1998,1790.0,,123811,32,20.3,1107.2,,FL
12,3811,2,G,3,1998-02-10,2.473,2.632,JPCTB,71,68.0,,0.0,17.0,0.0,,,,,9.4,1998,1790.0,,123811,32,20.3,1107.2,,FL
12,3811,2,G,3,1998-02-10,2.506,2.622,JPCTB,71,68.0,,0.0,17.0,0.0,,,,,9.4,1998,1790.0,,123811,32,20.3,1107.2,,FL
